"idx","token","type"
342,"containing","O"
342,"ha","B-CNT"
342,"excepting","I-CNT"
342,"wooden","I-CNT"
343,"till","O"
343,"pish","O"
343,"meh","O"
343,"ah","O"
343,"accommodation","O"
343,"but","O"
343,"aha","O"
343,"mark","B-CT"
343,"a","I-CT"
343,"todo","I-CT"
343,"with","O"
343,"content","O"
343,"boohoo","B-CNT"
343,"after that","O"
343,"needy","O"
343,"alert","O"
343,"off","O"
343,"adventurously","O"
343,"done","B-CT"
343,"todo","I-CT"
343,"with","O"
343,"content","B-CNT"
343,"including","I-CNT"
343,"late","I-CNT"
343,"woot","I-CNT"
343,"freelance","I-CNT"
343,"and","O"
343,"nautical","O"
343,"hungrily","O"
343,"amidst","O"
343,"freak","O"
343,"if","O"
343,"save","O"
343,"plump","O"
343,"knottily","O"
343,"rendezvous","O"
343,"add","B-AT"
343,"a","I-AT"
343,"todo","I-AT"
343,"with","O"
343,"content","O"
343,"'","O"
343,"when","B-CNT"
343,"finally","I-CNT"
343,"'","O"
344,"sleepily","O"
344,"generate","B-AT"
344,"todo","I-AT"
344,"ouch","B-CNT"
344,"kissingly","I-CNT"
344,"remark","I-CNT"
344,"until","I-CNT"
344,"gosh","I-CNT"
344,"woot","I-CNT"
344,"fright","I-CNT"
344,"whoa","I-CNT"
344,"after that","O"
344,"the","O"
344,"candy","O"
344,"next","O"
344,"geez","O"
344,"provided","O"
344,"generate","B-AT"
344,"todo","I-AT"
344,"with","O"
344,"'","O"
344,"sharply","B-CNT"
344,"toward","I-CNT"
344,"though","I-CNT"
344,"at","I-CNT"
344,"geez","I-CNT"
344,"'","O"
345,"like","O"
345,"on","O"
345,"from","O"
345,"done","B-CT"
345,"todo","I-CT"
345,"where","O"
345,"'","O"
345,"vain","B-CNT"
345,"whether","I-CNT"
345,"aw","I-CNT"
345,"'","O"
345,".","O"
345,"tab","O"
345,"mark","B-CT"
345,"todo","I-CT"
345,"where","O"
345,"boo","B-CNT"
345,"invigilate","I-CNT"
345,"secret","I-CNT"
345,"dimly","I-CNT"
345,"sky","I-CNT"
345,"fairly","I-CNT"
345,"whoever","I-CNT"
345,"toward","I-CNT"
345,"uh-huh","I-CNT"
345,"moreover","O"
345,"after","O"
345,"mid","O"
345,"channel","O"
345,"around","O"
345,"honk","O"
345,"qua","O"
345,"revitalize","O"
345,"afore","O"
345,"repackage","O"
345,"decimal","O"
345,"done","B-CT"
345,"a","I-CT"
345,"todo","I-CT"
345,"with","O"
345,"'","O"
345,"when","B-CNT"
345,"gadzooks","I-CNT"
345,"healthily","I-CNT"
345,"whereas","I-CNT"
345,"upon","I-CNT"
345,"lazily","I-CNT"
345,"plus","I-CNT"
345,"anti","I-CNT"
345,"huzzah","I-CNT"
345,"wholesaler","I-CNT"
345,"'","O"
346,"ugh","O"
346,"single","O"
346,"needily","O"
346,"create","B-AT"
346,"todo","I-AT"
346,"named","O"
346,"shampoo","B-CNT"
346,"abbreviation","I-CNT"
346,"helplessly","I-CNT"
346,"schematise","I-CNT"
346,"actual","I-CNT"
346,".","O"
346,"amid","O"
346,"now","O"
346,"work","O"
346,"loosely","O"
346,"prevail","O"
346,"supposing","O"
346,"remove","B-RT"
346,"a","I-RT"
346,"todo","I-RT"
346,"using","O"
346,"'","O"
346,"difficulty","B-CNT"
346,"'","O"
346,"after that","O"
346,"push","O"
346,"circa","O"
346,"destroy","B-RT"
346,"a","I-RT"
346,"todo","I-RT"
346,"with","O"
346,"alongside","B-CNT"
346,"pore","I-CNT"
346,"unlucky","I-CNT"
346,"mourn","I-CNT"
346,"honk","I-CNT"
346,"lightly","I-CNT"
347,"cruelty","O"
347,"lighthearted","O"
347,"now","O"
347,"partial","O"
347,"greedily","O"
347,"now","O"
347,"arm-rest","O"
347,"edge","O"
347,"supposing","O"
347,"even","O"
347,"complete","B-CT"
347,"todo","I-CT"
347,"named","O"
347,"huzzah","B-CNT"
347,"so","I-CNT"
347,"ack","I-CNT"
347,"alert","I-CNT"
347,"reassure","I-CNT"
347,"traveler","I-CNT"
348,"parking","O"
348,"brr","O"
348,"justly","O"
348,"within","O"
348,"saddle","O"
348,"grown","O"
348,"fibroblast","O"
348,"create","B-AT"
348,"todo","I-AT"
348,"named","O"
348,"'","O"
348,"gah","B-CNT"
348,"firm","I-CNT"
348,"lag","I-CNT"
348,"mild","I-CNT"
348,"regard","I-CNT"
348,"geyser","I-CNT"
348,"lively","I-CNT"
348,"'","O"
349,"ack","O"
349,"geez","O"
349,"gosh","O"
349,"insurrection","O"
349,"delete","B-RT"
349,"todo","I-RT"
349,"containing","O"
349,"telephone","B-CNT"
349,"zealous","I-CNT"
349,"midst","I-CNT"
349,"blah","I-CNT"
349,"hm","I-CNT"
349,"and","O"
349,"skeletal","O"
349,"powerfully","O"
349,"sweetly","O"
349,"suspenders","O"
349,"misdiagnose","O"
349,"eventually","O"
349,"rubric","O"
349,"phony","O"
349,"done","B-CT"
349,"todo","I-CT"
349,"using","O"
349,"seldom","B-CNT"
349,"and","I-CNT"
349,"pilot","I-CNT"
349,"without","I-CNT"
349,"yahoo","I-CNT"
349,"plus","I-CNT"
349,"about","I-CNT"
350,"classic","O"
350,"wherever","O"
350,"hence","O"
350,"given","O"
350,"untie","O"
350,"remedy","O"
350,"destroy","B-RT"
350,"a","I-RT"
350,"todo","I-RT"
350,"where","O"
350,"incidentally","B-CNT"
350,"lashes","I-CNT"
350,"ecclesia","I-CNT"
350,"amid","I-CNT"
350,"out","I-CNT"
350,"remake","I-CNT"
350,"down","I-CNT"
350,"nonsense","I-CNT"
351,"corporal","O"
351,"yippee","O"
351,"erase","O"
351,"halt","O"
351,"supposing","O"
351,"mesmerise","O"
351,"quietly","O"
351,"real","O"
351,"delete","B-RT"
351,"a","I-RT"
351,"todo","I-RT"
351,"'","O"
351,"except","B-CNT"
351,"supposing","I-CNT"
351,"able","I-CNT"
351,"following","I-CNT"
351,"aside","I-CNT"
351,"adrenaline","I-CNT"
351,"where","I-CNT"
351,"jubilantly","I-CNT"
351,"yum","I-CNT"
351,"'","O"
351,"after that","O"
351,"pint","O"
351,"avoid","O"
351,"round","O"
351,"monthly","O"
351,"gadzooks","O"
351,"vacuum","O"
351,"sunset","O"
351,"add","B-AT"
351,"todo","I-AT"
351,"with","O"
351,"coaxingly","B-CNT"
351,"ebb","I-CNT"
351,"what","I-CNT"
351,"apud","I-CNT"
351,"weave","I-CNT"
351,"ghostwrite","I-CNT"
351,"youthfully","I-CNT"
351,"zowie","I-CNT"
351,"novel","I-CNT"
351,"yippee","I-CNT"
351,"after that","O"
351,"um","O"
351,"add","B-AT"
351,"todo","I-AT"
351,"containing","O"
351,"opposite","B-CNT"
351,"toward","I-CNT"
351,"upbeat","I-CNT"
351,"beneficial","I-CNT"
351,"if","I-CNT"
352,"aha","O"
352,"gah","O"
352,"till","O"
352,"bewitched","O"
352,"done","B-CT"
352,"a","I-CT"
352,"todo","I-CT"
352,"containing","O"
352,"'","O"
352,"revamp","B-CNT"
352,"'","O"
353,"rivet","O"
353,"an","O"
353,"considering","O"
353,"greedily","O"
353,"yuck","O"
353,"compost","O"
353,"hmph","O"
353,"blanket","O"
353,"generate","B-AT"
353,"todo","I-AT"
353,"with","O"
353,"content","O"
353,"readily","B-CNT"
353,"reader","I-CNT"
353,"calmly","I-CNT"
353,"keyboard","I-CNT"
353,"whether","I-CNT"
353,"after that","O"
353,"reliable","O"
353,"helpful","O"
353,"oh","O"
353,"heating","O"
353,"done","B-CT"
353,"a","I-CT"
353,"todo","I-CT"
353,"containing","O"
353,"bah","B-CNT"
353,"rightfully","I-CNT"
353,"accounting","I-CNT"
353,".","O"
353,"drat","O"
353,"although","O"
353,"inside","O"
353,"rave","O"
353,"guestbook","O"
353,"bite-sized","O"
353,"vice","O"
353,"toe","O"
353,"mark","B-CT"
353,"a","I-CT"
353,"todo","I-CT"
353,"where","O"
353,"indeed","B-CNT"
353,"yuck","I-CNT"
353,"furthermore","I-CNT"
353,"possible","I-CNT"
353,"chauvinist","I-CNT"
353,"unto","I-CNT"
353,"ornery","I-CNT"
353,"why","I-CNT"
354,"but","O"
354,"launder","O"
354,"eulogise","O"
354,"dry","O"
354,"where","O"
354,"remove","B-RT"
354,"todo","I-RT"
354,"with","O"
354,"'","O"
354,"meaningfully","B-CNT"
354,"beyond","I-CNT"
354,"over","I-CNT"
354,"canalize","I-CNT"
354,"'","O"
354,"after that","O"
354,"kindle","O"
354,"even","O"
354,"beside","O"
354,"remove","B-RT"
354,"a","I-RT"
354,"todo","I-RT"
354,"running","B-CNT"
354,"after that","O"
354,"eek","O"
354,"remove","B-RT"
354,"a","I-RT"
354,"todo","I-RT"
354,"with","O"
354,"content","O"
354,"pace","B-CNT"
354,"ketch","I-CNT"
354,"towards","I-CNT"
354,"zowie","I-CNT"
354,"wrathful","I-CNT"
354,"harvest","I-CNT"
354,"jade","I-CNT"
354,"a","I-CNT"
355,"luxurious","O"
355,"oof","O"
355,"whoa","O"
355,"mid","O"
355,"complete","B-CT"
355,"todo","I-CT"
355,"with","O"
355,"content","O"
355,"miniature","B-CNT"
355,"astonishing","I-CNT"
355,"whose","I-CNT"
355,"garnish","I-CNT"
355,"escalate","I-CNT"
355,"why","I-CNT"
355,"pro","I-CNT"
355,"moreover","O"
355,"dissemble","O"
355,"consequently","O"
355,"drat","O"
355,"comfortable","O"
355,"wish","O"
355,"masculine","O"
355,"calendar","O"
355,"which","O"
355,"todo","O"
355,"todo","O"
355,"with","O"
355,"content","O"
355,"manhunt","O"
355,"oh","O"
355,"yowza","O"
355,"classic","O"
355,"after that","O"
355,"under","O"
355,"done","B-CT"
355,"a","I-CT"
355,"todo","I-CT"
355,"with","O"
355,"kookily","B-CNT"
355,"whereas","I-CNT"
355,"instruction","I-CNT"
355,"how","I-CNT"
355,"incompetence","I-CNT"
355,"joyously","I-CNT"
356,"made-up","O"
356,"oh","O"
356,"whereas","O"
356,"ultimately","O"
356,"huzzah","O"
356,"complex","O"
356,"indeed","O"
356,"phooey","O"
356,"yieldingly","O"
356,"remorseful","O"
356,"add","B-AT"
356,"todo","I-AT"
356,"where","O"
356,"vigorous","B-CNT"
356,"witch","I-CNT"
356,"expedite","I-CNT"
356,"worship","I-CNT"
356,"hoof","I-CNT"
356,"blah","I-CNT"
356,"excluding","I-CNT"
356,"lament","I-CNT"
356,"and","O"
356,"collaborate","O"
356,"er","O"
356,"notwithstanding","O"
356,"destroy","B-RT"
356,"a","I-RT"
356,"todo","I-RT"
356,"voice","B-CNT"
356,"botany","I-CNT"
356,"into","I-CNT"
356,"oh","I-CNT"
356,"atmosphere","I-CNT"
356,"plush","I-CNT"
356,"drat","I-CNT"
356,"convict","I-CNT"
356,"moreover","O"
356,"restaurant","O"
356,"ambience","O"
356,"sans","O"
356,"miserably","O"
356,"poach","O"
356,"with","O"
356,"done","B-CT"
356,"a","I-CT"
356,"todo","I-CT"
356,"using","O"
356,"'","O"
356,"boohoo","B-CNT"
356,"'","O"
357,"debrief","O"
357,"leapfrog","O"
357,"todo","O"
357,"todo","O"
357,"using","O"
357,"'","O"
357,"finally","O"
357,"glittering","O"
357,"oh","O"
357,"metal","O"
357,"safari","O"
357,"between","O"
357,"though","O"
357,"by","O"
357,"'","O"
357,"and","O"
357,"web","O"
357,"astride","O"
357,"kissingly","O"
357,"briefly","O"
357,"despite","O"
357,"coaxingly","O"
357,"nervous","O"
357,"begrudge","O"
357,"hmph","O"
357,"meh","O"
357,"add","B-AT"
357,"todo","I-AT"
357,"with","O"
357,"content","O"
357,"um","B-CNT"
357,"outlying","I-CNT"
357,"yahoo","I-CNT"
357,"tug","I-CNT"
357,"prize","I-CNT"
357,"gorgeous","I-CNT"
357,"after that","O"
357,"specification","O"
357,"todo","O"
357,"where","O"
357,"spoon","O"
357,"disclosure","O"
357,"speedily","O"
357,"speech","O"
357,"astride","O"
358,"while","O"
358,"exactly","O"
358,"yuck","O"
358,"reappoint","O"
358,"mammoth","O"
358,"resemble","O"
358,"spork","O"
358,"generate","B-AT"
358,"a","I-AT"
358,"todo","I-AT"
358,"containing","O"
358,"recruit","B-CNT"
358,"skateboard","I-CNT"
358,"after","I-CNT"
358,"snowstorm","I-CNT"
358,"then","O"
358,"lipoprotein","O"
358,"prosecute","O"
358,"uh-huh","O"
358,"add","B-AT"
358,"todo","I-AT"
358,"containing","O"
358,"instead","B-CNT"
358,"oxygenate","I-CNT"
358,"along","I-CNT"
358,"verbally","I-CNT"
358,"frightened","I-CNT"
358,"inasmuch","I-CNT"
358,"minimalism","I-CNT"
359,"via","O"
359,"likely","O"
359,"since","O"
359,"aha","O"
359,"yieldingly","O"
359,"hmph","O"
359,"nonsense","O"
359,"warm","O"
359,"now","O"
359,"butterfly","O"
359,"create","B-AT"
359,"a","I-AT"
359,"todo","I-AT"
359,"containing","O"
359,"naturalisation","B-CNT"
359,"ick","I-CNT"
359,"soon","I-CNT"
359,"between","I-CNT"
359,"wake","I-CNT"
359,"wholly","I-CNT"
359,"quicker","I-CNT"
359,"notebook","I-CNT"
359,"weakly","I-CNT"
360,"shepherd","O"
360,"value","O"
360,"beyond","O"
360,"speedy","O"
360,"todo","O"
360,"todo","O"
360,"reference","O"
360,"eek","O"
360,"fall","O"
360,"power","O"
360,"dearest","O"
360,"record","O"
360,"visitor","O"
360,"into","O"
360,"inferior","O"
360,"frenetically","O"
360,"after that","O"
360,"whoa","O"
360,"tee","O"
360,"beard","O"
360,"complete","B-CT"
360,"a","I-CT"
360,"todo","I-CT"
360,"with","O"
360,"'","O"
360,"mid","B-CNT"
360,"kindheartedly","I-CNT"
360,"although","I-CNT"
360,"joyously","I-CNT"
360,"mechanically","I-CNT"
360,"hence","I-CNT"
360,"paste","I-CNT"
360,"supposing","I-CNT"
360,"'","O"
360,"after that","O"
360,"unusual","O"
360,"fleece","O"
360,"scrip","O"
360,"save","O"
360,"equally","O"
360,"gifted","O"
360,"once","O"
360,"clueless","O"
360,"whereas","O"
360,"inquisitively","O"
360,"complete","B-CT"
360,"a","I-CT"
360,"todo","I-CT"
360,"containing","O"
360,"'","O"
360,"gah","B-CNT"
360,"hopeful","I-CNT"
360,"boo","I-CNT"
360,"stammer","I-CNT"
360,"drat","I-CNT"
360,"tan","I-CNT"
360,"meh","I-CNT"
360,"raffle","I-CNT"
360,"'","O"
361,"ejector","O"
361,"deserted","O"
361,"than","O"
361,"specify","O"
361,"if","O"
361,"if","O"
361,"icky","O"
361,"todo","O"
361,"todo","O"
361,"with","O"
361,"'","O"
361,"quaint","O"
361,"renounce","O"
361,"bull-fighter","O"
361,"enfold","O"
361,"knavishly","O"
361,"generous","O"
361,"drat","O"
361,"amid","O"
361,"'","O"
362,"meanwhile","O"
362,"customise","O"
362,"torn","O"
362,"blah","O"
362,"unimportant","O"
362,"provided","O"
362,"laparoscope","O"
362,"hurdler","O"
362,"delete","B-RT"
362,"a","I-RT"
362,"todo","I-RT"
362,"with","O"
362,"stark","B-CNT"
362,"but","I-CNT"
362,"whether","I-CNT"
362,"defensive","I-CNT"
362,"usefully","I-CNT"
362,"then","O"
362,"muster","O"
362,"duh","O"
362,"internationalize","O"
362,"near","O"
362,"yahoo","O"
362,"notwithstanding","O"
362,"after","O"
362,"pro","O"
362,"try","O"
362,"add","B-AT"
362,"a","I-AT"
362,"todo","I-AT"
362,"using","O"
362,"'","O"
362,"recklessly","B-CNT"
362,"vascular","I-CNT"
362,"'","O"
363,"whose","O"
363,"likewise","O"
363,"jealous","O"
363,"spirited","O"
363,"suffer","O"
363,"generate","B-AT"
363,"todo","I-AT"
363,"'","O"
363,"amidst","B-CNT"
363,"lie","I-CNT"
363,"breed","I-CNT"
363,"perfect","I-CNT"
363,"meh","I-CNT"
363,"'","O"
364,"unlike","O"
364,"dearly","O"
364,"smoothly","O"
364,"woot","O"
364,"delivery","O"
364,"ugh","O"
364,"mark","B-CT"
364,"a","I-CT"
364,"todo","I-CT"
364,"using","O"
364,"mindless","B-CNT"
364,"bulge","I-CNT"
364,"never","I-CNT"
364,"joshingly","I-CNT"
364,"better","I-CNT"
364,"mmm","I-CNT"
364,"jaggedly","I-CNT"
364,"bun","I-CNT"
365,"that","O"
365,"worth","O"
365,"out","O"
365,"deliberately","O"
365,"behind","O"
365,"destroy","B-RT"
365,"a","I-RT"
365,"todo","I-RT"
365,"named","O"
365,"sacrifice","B-CNT"
365,"excitedly","I-CNT"
365,"under","I-CNT"
365,"first","I-CNT"
365,"delightful","I-CNT"
365,"although","I-CNT"
365,"moreover","O"
365,"however","O"
365,"aha","O"
365,"gosh","O"
365,"whoa","O"
365,"colorful","O"
365,"suddenly","O"
365,"chide","O"
365,"worth","O"
365,"gosh","O"
365,"add","B-AT"
365,"todo","I-AT"
365,"where","O"
365,"'","O"
365,"excepting","B-CNT"
365,"given","I-CNT"
365,"picnic","I-CNT"
365,"yum","I-CNT"
365,"monthly","I-CNT"
365,"definite","I-CNT"
365,"solemnly","I-CNT"
365,"at","I-CNT"
365,"saddle","I-CNT"
365,"under","I-CNT"
365,"'","O"
366,"beneath","O"
366,"apud","O"
366,"international","O"
366,"until","O"
366,"knottily","O"
366,"perfect","O"
366,"outweigh","O"
366,"meh","O"
366,"done","B-CT"
366,"a","I-CT"
366,"todo","I-CT"
366,"with","O"
366,"content","O"
366,"seemingly","B-CNT"
366,"modest","I-CNT"
366,"unique","I-CNT"
366,"though","I-CNT"
366,"properly","I-CNT"
366,"except","I-CNT"
366,"bellows","I-CNT"
366,"emotional","I-CNT"
366,"frankly","I-CNT"
366,"then","O"
366,"given","O"
366,"than","O"
366,"however","O"
366,"except","O"
366,"boo","O"
366,"via","O"
366,"dazzling","O"
366,"capability","O"
366,"mark","B-CT"
366,"a","I-CT"
366,"todo","I-CT"
366,"using","O"
366,"'","O"
366,"crib","B-CNT"
366,"number","I-CNT"
366,"wan","I-CNT"
366,"tremendously","I-CNT"
366,"yet","I-CNT"
366,"than","I-CNT"
366,"knotty","I-CNT"
366,"yum","I-CNT"
366,"since","I-CNT"
366,"'","O"
366,"and","O"
366,"beside","O"
366,"if","O"
366,"midst","O"
366,"within","O"
366,"circa","O"
366,"gurgle","O"
366,"so","O"
366,"although","O"
366,"delete","B-RT"
366,"a","I-RT"
366,"todo","I-RT"
366,"with","O"
366,"gambling","B-CNT"
367,"qua","O"
367,"yahoo","O"
367,"owlishly","O"
367,"sunny","O"
367,"query","O"
367,"nutritious","O"
367,"everlasting","O"
367,"near","O"
367,"sheepishly","O"
367,"into","O"
367,"add","B-AT"
367,"todo","I-AT"
367,"with","O"
367,"content","O"
367,"'","O"
367,"monthly","B-CNT"
367,"majestically","I-CNT"
367,"'","O"
368,"voluntarily","O"
368,"meh","O"
368,"done","B-CT"
368,"todo","I-CT"
368,"'","O"
368,"yippee","B-CNT"
368,"'","O"
369,"blah","O"
369,"officially","O"
369,"investigate","O"
369,"till","O"
369,"circa","O"
369,"publisher","O"
369,"hm","O"
369,"acquaintance","O"
369,"pfft","O"
369,"whoa","O"
369,"complete","B-CT"
369,"todo","I-CT"
369,"with","O"
369,"content","O"
369,"smoothly","B-CNT"
369,"wrathful","I-CNT"
369,"continually","I-CNT"
369,"spicy","I-CNT"
369,"industrialization","I-CNT"
369,"smoothly","I-CNT"
369,"whoa","I-CNT"
370,"wrong","O"
370,"daylight","O"
370,"snakebite","O"
370,"nor","O"
370,"evergreen","O"
370,"ouch","O"
370,"remove","B-RT"
370,"todo","I-RT"
370,"with","O"
370,"midst","B-CNT"
370,"ephyra","I-CNT"
370,"since","I-CNT"
370,"then","O"
370,"never","O"
370,"playfully","O"
370,"whenever","O"
370,"down","O"
370,"gah","O"
370,"rarely","O"
370,"beyond","O"
370,"or","O"
370,"stagger","O"
370,"oof","O"
370,"complete","B-CT"
370,"todo","I-CT"
370,"with","O"
370,"content","O"
370,"will","B-CNT"
371,"supplant","O"
371,"ew","O"
371,"diabetes","O"
371,"greatly","O"
371,"daffodil","O"
371,"why","O"
371,"barring","O"
371,"times","O"
371,"remove","B-RT"
371,"a","I-RT"
371,"todo","I-RT"
371,"named","O"
371,"sip","B-CNT"
371,"geez","I-CNT"
371,"sleepily","I-CNT"
371,"foxglove","I-CNT"
371,".","O"
371,"beautifully","O"
371,"gah","O"
371,"whoa","O"
371,"repeatedly","O"
371,"add","B-AT"
371,"todo","I-AT"
371,"with","O"
371,"mushy","B-CNT"
371,"discrete","I-CNT"
372,"shuffle","O"
372,"except","O"
372,"rough","O"
372,"juicy","O"
372,"knuckle","O"
372,"shave","O"
372,"done","B-CT"
372,"todo","I-CT"
372,"'","O"
372,"ack","B-CNT"
372,"curiously","I-CNT"
372,"whereas","I-CNT"
372,"elbow","I-CNT"
372,"devolve","I-CNT"
372,"'","O"
373,"blather","O"
373,"matter","O"
373,"tedious","O"
373,"mainline","O"
373,"lanky","O"
373,"tape","O"
373,"drat","O"
373,"add","B-AT"
373,"a","I-AT"
373,"todo","I-AT"
373,"with","O"
373,"content","O"
373,"geez","B-CNT"
373,"fester","I-CNT"
373,"than","I-CNT"
373,"ouch","I-CNT"
373,"extrude","I-CNT"
373,"chopsticks","I-CNT"
373,"moreover","O"
373,"faithfully","O"
373,"via","O"
373,"following","O"
373,"whereas","O"
373,"daring","O"
373,"centre","O"
373,"remove","B-RT"
373,"todo","I-RT"
373,"with","O"
373,"content","O"
373,"helpfully","B-CNT"
373,"stucco","I-CNT"
373,"dimly","I-CNT"
373,"furthermore","I-CNT"
373,"after that","O"
373,"vastly","O"
373,"until","O"
373,"reflecting","O"
373,"likewise","O"
373,"leopard","O"
373,"hack","O"
373,"foolishly","O"
373,"delete","B-RT"
373,"todo","I-RT"
373,"using","O"
373,"'","O"
373,"unfortunately","B-CNT"
373,"aha","I-CNT"
373,"instead","I-CNT"
373,"urgently","I-CNT"
373,"dependable","I-CNT"
373,"ancestor","I-CNT"
373,"self-esteem","I-CNT"
373,"and","I-CNT"
373,"ouch","I-CNT"
373,"advancement","I-CNT"
373,"'","O"
374,"however","O"
374,"unfit","O"
374,"credit","O"
374,"abbreviate","O"
374,"credit","O"
374,"raw","O"
374,"yet","O"
374,"complete","B-CT"
374,"a","I-CT"
374,"todo","I-CT"
374,"where","O"
374,"beloved","B-CNT"
374,"rapidly","I-CNT"
374,"acidic","I-CNT"
374,"quickly","I-CNT"
374,"calculating","I-CNT"
374,"woot","I-CNT"
374,"past","I-CNT"
374,"quail","I-CNT"
374,"shakily","I-CNT"
374,"after that","O"
374,"phooey","O"
374,"gadzooks","O"
374,"along","O"
374,"trigger","O"
374,"what","O"
374,"mmm","O"
374,"aha","O"
374,"create","B-AT"
374,"todo","I-AT"
374,"where","O"
374,"even","B-CNT"
374,"ick","I-CNT"
374,"unimpressively","I-CNT"
374,"moreover","O"
374,"ah","O"
374,"bayonet","O"
374,"hatchling","O"
374,"urgently","O"
374,"warmly","O"
374,"update","O"
374,"by","O"
374,"mark","B-CT"
374,"todo","I-CT"
374,"using","O"
374,"group","B-CNT"
374,"stud","I-CNT"
374,"generally","I-CNT"
375,"transliterate","O"
375,"done","B-CT"
375,"a","I-CT"
375,"todo","I-CT"
375,"using","O"
375,"each","B-CNT"
375,"down","I-CNT"
375,"bewitched","I-CNT"
375,"yearly","I-CNT"
375,"mud","I-CNT"
376,"less","O"
376,"unethically","O"
376,"anguished","O"
376,"gracefully","O"
376,"todo","O"
376,"thorny","O"
376,"till","O"
376,"kiddingly","O"
376,"when","O"
376,"like","O"
377,"um","O"
377,"campaigning","O"
377,"fiercely","O"
377,"obesity","O"
377,"unfortunately","O"
377,"limply","O"
377,"rubbery","O"
377,"slowly","O"
377,"destroy","B-RT"
377,"a","I-RT"
377,"todo","I-RT"
377,"with","O"
377,"as","B-CNT"
377,"scarcely","I-CNT"
377,"whenever","I-CNT"
377,"unfinished","I-CNT"
377,"athwart","I-CNT"
377,"moreover","O"
377,"ick","O"
377,"short","O"
377,"titivate","O"
377,"unfortunately","O"
377,"lest","O"
377,"uh-huh","O"
377,"if","O"
377,"add","B-AT"
377,"a","I-AT"
377,"todo","I-AT"
377,"with","O"
377,"content","O"
377,"'","O"
377,"ultimately","B-CNT"
377,"or","I-CNT"
377,"consequently","I-CNT"
377,"puzzled","I-CNT"
377,"dwell","I-CNT"
377,"'","O"
378,"if","O"
378,"than","O"
378,"jovial","O"
378,"correctly","O"
378,"finance","O"
378,"ew","O"
378,"boastfully","O"
378,"snaffle","O"
378,"since","O"
378,"victoriously","O"
378,"mark","B-CT"
378,"todo","I-CT"
378,"with","O"
378,"content","O"
378,"ringed","B-CNT"
378,"across","I-CNT"
378,"after","I-CNT"
378,"boohoo","I-CNT"
378,"anchored","I-CNT"
378,"toward","I-CNT"
378,"gosh","I-CNT"
378,"for","I-CNT"
378,"ugh","I-CNT"
378,".","O"
378,"dispatch","O"
378,"lest","O"
378,"inside","O"
378,"generate","B-AT"
378,"todo","I-AT"
378,"where","O"
378,"following","B-CNT"
378,"flight","I-CNT"
378,"indelible","I-CNT"
379,"shoehorn","O"
379,"proliferate","O"
379,"by","O"
379,"frayed","O"
379,"provided","O"
379,"kiddingly","O"
379,"geez","O"
379,"pfft","O"
379,"blah","O"
379,"generate","B-AT"
379,"a","I-AT"
379,"todo","I-AT"
379,"with","O"
379,"content","O"
379,"notwithstanding","B-CNT"
379,"what","I-CNT"
379,"uneven","I-CNT"
379,"furthermore","I-CNT"
379,"resign","I-CNT"
379,"then","O"
379,"blissful","O"
379,"astrologer","O"
379,"how","O"
379,"todo","O"
379,"todo","O"
379,"where","O"
379,"evil","O"
379,"gee","O"
379,"or","O"
379,"hungrily","O"
379,"ack","O"
379,"heavenly","O"
379,"sometimes","O"
379,"afore","O"
379,"then","O"
379,"correctly","O"
379,"hourly","O"
379,"than","O"
379,"egg","O"
379,"likewise","O"
379,"todo","O"
379,"todo","O"
379,"using","O"
379,"ashtray","O"
379,"male","O"
379,"aw","O"
379,"likewise","O"
379,"once","O"
379,"gosh","O"
379,"ick","O"
380,"meh","O"
380,"creamy","O"
380,"generate","B-AT"
380,"a","I-AT"
380,"todo","I-AT"
380,"using","O"
380,"full","B-CNT"
380,"during","I-CNT"
380,"atrophy","I-CNT"
380,"outside","I-CNT"
380,"robotics","I-CNT"
380,"panpipe","I-CNT"
380,"er","I-CNT"
380,"lumpy","I-CNT"
380,"and","O"
380,"midst","O"
380,"skitter","O"
380,"dude","O"
380,"scotch","O"
380,"serene","O"
380,"done","B-CT"
380,"a","I-CT"
380,"todo","I-CT"
380,"named","O"
380,"'","O"
380,"affect","B-CNT"
380,"budget","I-CNT"
380,"system","I-CNT"
380,"extroverted","I-CNT"
380,"after","I-CNT"
380,"because","I-CNT"
380,"gee","I-CNT"
380,"'","O"
381,"doctorate","O"
381,"hm","O"
381,"energy","O"
381,"jubilant","O"
381,"comfortable","O"
381,"ugly","O"
381,"amid","O"
381,"mark","B-CT"
381,"a","I-CT"
381,"todo","I-CT"
381,"where","O"
381,"unto","B-CNT"
381,"meanwhile","I-CNT"
381,"than","I-CNT"
381,"except","I-CNT"
381,"after that","O"
381,"before","O"
381,"bark","O"
381,"mountainous","O"
381,"ouch","O"
381,"wisecrack","O"
381,"mechanically","O"
381,"usually","O"
381,"failing","O"
381,"stumbling","O"
381,"furthermore","O"
381,"add","B-AT"
381,"todo","I-AT"
381,"containing","O"
381,"whenever","B-CNT"
381,"overexpose","I-CNT"
381,"sleepily","I-CNT"
381,"midst","I-CNT"
381,"earn","I-CNT"
381,"violent","I-CNT"
382,"consequently","O"
382,"flub","O"
382,"between","O"
382,"avaricious","O"
382,"complete","B-CT"
382,"a","I-CT"
382,"todo","I-CT"
382,"containing","O"
382,"agonise","B-CNT"
382,"metal","I-CNT"
382,"after that","O"
382,"viciously","O"
382,"sedately","O"
